ContractID,ServiceValue,Service
GpGtZDTG3A,Yes,PhoneService
4ot9zR5vZt,Yes,PhoneService
9pCySQupro,Yes,PhoneService
EPutz5DUGs,Yes,PhoneService
J5EFHJXhh4,Yes,PhoneService
A9wicSvsLh,Yes,PhoneService
9sVY5Kw7ss,Yes,PhoneService
ArZVuBvRUY,No,PhoneService
6ChzvD8cHA,Yes,PhoneService
3eSje7ubR4,Yes,PhoneService
ESpUXugbG7,Yes,PhoneService
4KRdqXJDe8,Yes,PhoneService
Egn3FwfkuT,Yes,PhoneService
6r2SsGW6cB,Yes,PhoneService
DgPsLJnEjo,Yes,PhoneService
ABighivDXn,Yes,PhoneService
86qWmwhFqq,Yes,PhoneService
3Hw55odTgz,Yes,PhoneService
9nmqaa86cK,Yes,PhoneService
3DjbGudUgh,Yes,PhoneService
7hWRobE9s5,Yes,PhoneService
Bza6mzx5UR,Yes,PhoneService
GMdRNRnBT7,Yes,PhoneService
CzNgpniv4D,Yes,PhoneService
Cz7dJKTVZ7,Yes,PhoneService
EFppVLjosU,Yes,PhoneService
A8rnwLtEJp,Yes,PhoneService
GaGzrqA86N,No,PhoneService
AKoyg5mBr4,Yes,PhoneService
6ZctuyUuTM,Yes,PhoneService
wkDxP7YcAk,Yes,PhoneService
FSZrNHmbGm,Yes,PhoneService
59yWrvLeAR,Yes,PhoneService
4Kd35WtCp4,Yes,PhoneService
8QhiTeRNjn,Yes,PhoneService
HpxRMFeG6w,Yes,PhoneService
8bYtQBfsoQ,Yes,PhoneService
D3D3V2ZyJh,Yes,PhoneService
B3o34utPNC,Yes,PhoneService
AFHTzxRuJz,Yes,PhoneService
D8ZfBAC4DZ,Yes,PhoneService
FRKopNf7na,Yes,PhoneService
9D6dYSwwhX,Yes,PhoneService
EckhRB56Nw,Yes,PhoneService
HvNcUmsxmr,Yes,PhoneService
DVMj8zraEo,Yes,PhoneService
BPdELHCEut,No,PhoneService
42EQv68dmQ,Yes,PhoneService
GvyNNGfkrv,Yes,PhoneService
33acrFUHPv,Yes,PhoneService
EU9S3cWr7b,Yes,PhoneService
BiJNTWgb6e,Yes,PhoneService
5pLNUjhfnB,Yes,PhoneService
8dehJYsqjU,Yes,PhoneService
8xuTcoPTW3,Yes,PhoneService
JN2RpJQKMo,Yes,PhoneService
7E3aQ3yEhy,Yes,PhoneService
HNvJK9Dv2n,Yes,PhoneService
7S4SgB5FXj,Yes,PhoneService
HJNKfeKHCh,Yes,PhoneService
Cc5wr2KcLF,Yes,PhoneService
3HfvYCurXM,Yes,PhoneService
68LTFeoy3X,Yes,PhoneService
vQsqmbhDm6,Yes,PhoneService
6FKm26Ssmt,No,PhoneService
BXy8B5Xk2p,Yes,PhoneService
48or6D5eYR,Yes,PhoneService
7qjmS5pR6G,Yes,PhoneService
Egyw3Gyd5A,Yes,PhoneService
CuuGdERUrB,Yes,PhoneService
72RewffVyN,Yes,PhoneService
6wAEmzC2qK,No,PhoneService
7RJ2ENJ5Fh,Yes,PhoneService
JiY6qcVqff,No,PhoneService
HCJAkgFkew,Yes,PhoneService
EdGj9hjjH6,Yes,PhoneService
EAehw737Hi,Yes,PhoneService
CTutzUbzbv,Yes,PhoneService
53ymY8YM4b,Yes,PhoneService
83dABdNcrq,Yes,PhoneService
3TpVF38rj9,Yes,PhoneService
K7UjmJCkwt,Yes,PhoneService
Aho6TdMXxr,Yes,PhoneService
4g2woYLnCN,No,PhoneService
5CCiFXP5Zi,Yes,PhoneService
D3zRV4kjjU,Yes,PhoneService
J2DXqyti8W,Yes,PhoneService
KdxbZiumnr,Yes,PhoneService
J3saLHqPMa,Yes,PhoneService
7jKSksMQxn,Yes,PhoneService
EhFZE7ee4c,Yes,PhoneService
7DFyzWVzZ9,Yes,PhoneService
46QqHhGxKc,Yes,PhoneService
HuqhBtrQFn,Yes,PhoneService
DidXGzrFqu,Yes,PhoneService
Kuyzjhzw5R,Yes,PhoneService
7426QZqXLH,Yes,PhoneService
HcgV5TCnD2,Yes,PhoneService
77AcctfTtJ,No,PhoneService
6cbc6sXUZS,Yes,PhoneService
EEN564mVqf,Yes,PhoneService
55xWCKWkER,No,PhoneService
JaMjRWoAgC,Yes,PhoneService
5TihphiQcz,Yes,PhoneService
4PJ9zVB5dd,Yes,PhoneService
HrMv9AKkX9,No,PhoneService
EgFgQMhcDP,Yes,PhoneService
6aXAcof8aG,Yes,PhoneService
9fmRm4YwjG,Yes,PhoneService
Cs5weAiDnR,Yes,PhoneService
AYBCiE6szm,Yes,PhoneService
5d7CNzfhHC,Yes,PhoneService
FBQvfLRcjF,Yes,PhoneService
HYCMuejxHC,Yes,PhoneService
3dTHhwDGEr,Yes,PhoneService
5ahynjQX9E,Yes,PhoneService
GD7LkFcTRp,Yes,PhoneService
GL8AmQhBn7,Yes,PhoneService
9DjQnxbCPX,Yes,PhoneService
HmAh2YgcFs,Yes,PhoneService
H5uaKKHb4L,Yes,PhoneService
Jq4tXQwyrx,Yes,PhoneService
CaPc7LYFX2,Yes,PhoneService
G3yEjXy3nt,Yes,PhoneService
JoLvuEgk2N,Yes,PhoneService
CCJMYi7aEW,Yes,PhoneService
AzbKtWjodV,Yes,PhoneService
EbLfeEwwwW,Yes,PhoneService
BCjZxqHEAA,Yes,PhoneService
DdMKQ4Ep8A,Yes,PhoneService
4zxXHob692,No,PhoneService
7MWZiGRaqp,Yes,PhoneService
6x5dmMRYBZ,Yes,PhoneService
F9cgUFRKbV,Yes,PhoneService
JVSjgp7LTV,Yes,PhoneService
DPi8vq3Yc7,Yes,PhoneService
H4XHWGKX82,Yes,PhoneService
9kHurPiMPi,Yes,PhoneService
AP982zWpdm,Yes,PhoneService
9oZJ5mUKh6,Yes,PhoneService
GNNmTYsRod,Yes,PhoneService
9t7cZpa4HR,Yes,PhoneService
DZ7X62iHUa,Yes,PhoneService
68VCbV2WSA,No,PhoneService
KzjVGZfVgk,Yes,PhoneService
8kgxmXT4Vf,Yes,PhoneService
BRcDFgSYw9,Yes,PhoneService
39MRkBNQjP,Yes,PhoneService
KiMmMnKFys,No,PhoneService
4a9bBZavjs,Yes,PhoneService
FwMFN7Y7NB,Yes,PhoneService
Gu5SyV4WhA,Yes,PhoneService
CuksRWHbTr,Yes,PhoneService
8H5VVSpz4H,Yes,PhoneService
5s4necozDA,Yes,PhoneService
8Ha4hM8hMK,Yes,PhoneService
JhwHHCTLCQ,Yes,PhoneService
gXTzrwxJCB,Yes,PhoneService
kawNdjDVaC,Yes,PhoneService
AKfefubUsC,Yes,PhoneService
KQMwaGvzqj,Yes,PhoneService
HrPusg3Tm6,Yes,PhoneService
DKsX27jPfV,Yes,PhoneService
9rzsDuvJ6E,Yes,PhoneService
76WALLUiLy,Yes,PhoneService
C4xLtYCevm,Yes,PhoneService
BWV8vc6884,Yes,PhoneService
6aaNpDKLwF,Yes,PhoneService
EX3kTZu5oz,Yes,PhoneService
EwN2b2HwRQ,Yes,PhoneService
GUsfzxwRgg,Yes,PhoneService
DXkLdrQt8L,Yes,PhoneService
K3Mmx9Du5i,Yes,PhoneService
FDwidSYrQW,Yes,PhoneService
9s4MwyRxCb,Yes,PhoneService
ADWAe8f4m4,Yes,PhoneService
HBmJ7EMnaF,Yes,PhoneService
Yw4czbooUA,Yes,PhoneService
6n9zW2FrYQ,Yes,PhoneService
AqfCZnTR6z,Yes,PhoneService
Bv24JPNvb4,Yes,PhoneService
AXxa2BKkhy,Yes,PhoneService
AyEW3gp7Aq,No,PhoneService
KFRuEekgxS,Yes,PhoneService
B8X9zsPC6e,Yes,PhoneService
A4FbvBzG6W,No,PhoneService
JHG6fZXoqw,Yes,PhoneService
43SqanjAaj,Yes,PhoneService
JB4RSsH5kW,Yes,PhoneService
4q4iRpWwyk,Yes,PhoneService
8jcxF2VmWG,Yes,PhoneService
7rYVMeLxPJ,Yes,PhoneService
Hvx5YfzczQ,Yes,PhoneService
52uwmhzzr7,Yes,PhoneService
JkLnJ4unvX,No,PhoneService
7AdjczVaAp,Yes,PhoneService
Hr6tYw9fqj,Yes,PhoneService
JRAif9SPMz,Yes,PhoneService
4NNaGJTXzu,No,PhoneService
6rszf4aSzA,Yes,PhoneService
D9T5ye7whe,Yes,PhoneService
6dc3WVeJ9w,Yes,PhoneService
H3drXLUtZ7,Yes,PhoneService
3DwFMYpJNr,Yes,PhoneService
6ZnMxD25i5,Yes,PhoneService
Kd6CZ9yqHb,Yes,PhoneService
GxEj5FLENu,No,PhoneService
G32nC7BGpi,Yes,PhoneService
AsYmtphyL5,Yes,PhoneService
9Y3FCDXnwA,Yes,PhoneService
6Fs8vnjHpB,Yes,PhoneService
7Dvt9kZwgA,Yes,PhoneService
CWLdgQbRfA,Yes,PhoneService
EQ5w7iazAp,Yes,PhoneService
6Q3eCPKLpB,Yes,PhoneService
7Tk79LAPP2,Yes,PhoneService
5re99djoBU,Yes,PhoneService
CAsLJVMyD8,Yes,PhoneService
3PQbYU2bA8,Yes,PhoneService
6tusBWEn9p,Yes,PhoneService
B8hkUmJsyH,Yes,PhoneService
KxFBYWCV2Y,Yes,PhoneService
JUktN46jpV,Yes,PhoneService
AGcJ4uo8TA,No,PhoneService
8KS9tc7wf3,Yes,PhoneService
D7TJoSpm4A,Yes,PhoneService
KoSnui8Vw5,Yes,PhoneService
BM42zFMLFW,Yes,PhoneService
JiEoxmC72Q,No,PhoneService
3eA9zPj9ZU,Yes,PhoneService
7CDrPXo5KL,No,PhoneService
3pj6tK4ogj,Yes,PhoneService
GAASr8Jz4a,Yes,PhoneService
76JUHuLsRX,Yes,PhoneService
92uDXrnq2Y,No,PhoneService
Ed3WWrquLA,Yes,PhoneService
GsgDU7SXA5,No,PhoneService
ANvZTvafas,Yes,PhoneService
7rH7Y8s4Mt,Yes,PhoneService
5iqpxHprV4,Yes,PhoneService
AHXEz6HVbx,Yes,PhoneService
DDdQK4Rai9,Yes,PhoneService
JhF7QTsZAK,Yes,PhoneService
H5verNBVfJ,Yes,PhoneService
FQjXLBG56W,Yes,PhoneService
FXqFdqoiYr,Yes,PhoneService
GqoWYDfUh5,Yes,PhoneService
97XnWYL5Rr,Yes,PhoneService
Ji7AfLvJtT,Yes,PhoneService
595a2GsKZF,Yes,PhoneService
Ef9zTcCVMz,Yes,PhoneService
EZ9LGDEvqW,Yes,PhoneService
ADKJrs3gfy,Yes,PhoneService
J8tnDyAi6L,Yes,PhoneService
BvuxgjWnJ2,Yes,PhoneService
E9X7EsH4BT,Yes,PhoneService
53D89ju7CY,No,PhoneService
5UcDSqvK3P,Yes,PhoneService
3P6Zmqq62x,Yes,PhoneService
HSSkCGLCA8,Yes,PhoneService
KJbJ8QLJJQ,No,PhoneService
GNJM9ReweL,Yes,PhoneService
pefWMH9yfm,Yes,PhoneService
G2QEWraUUx,Yes,PhoneService
EdRGH8hJrh,Yes,PhoneService
3SzvUTFS48,Yes,PhoneService
GtEYqPv4pA,Yes,PhoneService
AoF3cvys4g,Yes,PhoneService
Jcc42y9gCV,Yes,PhoneService
FRJoSRjVRt,Yes,PhoneService
CpPv8tYksY,Yes,PhoneService
HqF59k3db5,Yes,PhoneService
7uUTH9uyqf,Yes,PhoneService
KsBXyVe8ME,Yes,PhoneService
AzYB7B6dh4,Yes,PhoneService
FHcUb9EXPd,Yes,PhoneService
7nnVppX9Qi,No,PhoneService
DTvKUK9FzS,Yes,PhoneService
9LM5zMLCX4,Yes,PhoneService
4rWHjbeMjF,No,PhoneService
KQ9X5CTMu2,Yes,PhoneService
B2GkXVcPzS,Yes,PhoneService
EqujCGe2y6,Yes,PhoneService
Wtjbv3CYED,Yes,PhoneService
BmotZbm5HA,Yes,PhoneService
GpRuoZSokb,Yes,PhoneService
7HVnXamZqu,Yes,PhoneService
5FtcDq5kbF,Yes,PhoneService
7Tgssmbo4K,Yes,PhoneService
B4gE7ossHX,Yes,PhoneService
H5ymFFVLSo,Yes,PhoneService
Bt5ghjsknY,Yes,PhoneService
Fq7wq6b6ea,Yes,PhoneService
D22jKUNpc2,Yes,PhoneService
Kkpy2dr4jp,Yes,PhoneService
Rw53btow8X,Yes,PhoneService
4Q3tzyoDFF,Yes,PhoneService
8j2HZ7VYCg,Yes,PhoneService
627AGddt6n,Yes,PhoneService
G82MpimB8J,Yes,PhoneService
5X8UWCoGv5,Yes,PhoneService
JBYGLsBczv,No,PhoneService
HGirNiUrU9,Yes,PhoneService
D7MHLn28Vh,Yes,PhoneService
BUuJh4JcsB,No,PhoneService
owD4GuqFGY,Yes,PhoneService
EwvNykhPNj,Yes,PhoneService
Jf4ey9hwTP,No,PhoneService
FxtYEPmrPy,Yes,PhoneService
7w4tgrbFbA,Yes,PhoneService
KgcyRqGdSh,Yes,PhoneService
JoX9oAeJt5,Yes,PhoneService
8MAEjbEUNg,Yes,PhoneService
72sAKCGwor,Yes,PhoneService
FfjVakF4M7,Yes,PhoneService
83yUJkNqyG,Yes,PhoneService
8iGiXAtd26,Yes,PhoneService
4vBDejnoze,Yes,PhoneService
GH6eksDkdR,Yes,PhoneService
FnZEiVb9hn,Yes,PhoneService
Jej3Wubxwp,Yes,PhoneService
FaWe6zkcYr,Yes,PhoneService
GHoRzgN7bs,Yes,PhoneService
C8jiKe4mak,Yes,PhoneService
HxGntZD2Zh,Yes,PhoneService
JiMJRMVKvs,Yes,PhoneService
EfvRUYZLw9,No,PhoneService
7ftTBs3PqT,Yes,PhoneService
3VneK5j2SZ,Yes,PhoneService
EwX8wxJ2ii,Yes,PhoneService
4DeNtc54bs,Yes,PhoneService
KqBSqz4KZs,Yes,PhoneService
3zgs4MvrGr,Yes,PhoneService
JYjswZMMHe,Yes,PhoneService
6skrQuiv4e,Yes,PhoneService
Cdze3FvMv4,Yes,PhoneService
4coagh2GD7,Yes,PhoneService
7DqFgDpU5T,Yes,PhoneService
5XReWY7YUK,Yes,PhoneService
4T7YSMGbqD,Yes,PhoneService
ADHARZsgEx,Yes,PhoneService
JmADRmRRs3,Yes,PhoneService
9mRsdLhWZW,Yes,PhoneService
5Y2Py36tFE,Yes,PhoneService
J8aoRSpnvY,Yes,PhoneService
B25mawQDuA,Yes,PhoneService
H6Hbbxixrq,Yes,PhoneService
9CNJynrS5r,Yes,PhoneService
D4k8M5zyqZ,Yes,PhoneService
Bdg8RMro3c,Yes,PhoneService
5SpGkQfrhk,No,PhoneService
KXYJHZ6nwK,Yes,PhoneService
3U3VACyqaj,Yes,PhoneService
B2feQD6uKr,Yes,PhoneService
CdJSLCLaHT,Yes,PhoneService
EJWFhwppaT,Yes,PhoneService
9uXQW9MjfB,Yes,PhoneService
DU6VEt7vdk,Yes,PhoneService
EiTzJN86dK,Yes,PhoneService
Cw4UDaRD3a,Yes,PhoneService
HrzgxgVbxf,Yes,PhoneService
Gsj7sN4uAs,Yes,PhoneService
9bwusAgadm,Yes,PhoneService
8R2fZGNg36,No,PhoneService
CTfDfNhfHW,Yes,PhoneService
8uK3X7r7kL,Yes,PhoneService
DyN3kh5aKZ,Yes,PhoneService
3cmosVjKRT,Yes,PhoneService
EJBMpBuKhy,Yes,PhoneService
GpTzAranxe,Yes,PhoneService
FDQg79cj8g,Yes,PhoneService
Kfnz4KAeEc,Yes,PhoneService
D4mTBGnVnz,Yes,PhoneService
DCdZyFhjp9,Yes,PhoneService
FgLTPzwHqo,Yes,PhoneService
H99iQpdwHt,Yes,PhoneService
CddE9tG4zT,Yes,PhoneService
5bMDGPPY9C,Yes,PhoneService
AxqtgRqMjp,Yes,PhoneService
DcQqA7DTAw,Yes,PhoneService
FPozaZ3CYa,Yes,PhoneService
9i3Kfsr9dm,Yes,PhoneService
KSsGFTwQvW,Yes,PhoneService
BUSCqJmXK7,Yes,PhoneService
4dCdYtHhvc,No,PhoneService
4XrMZoCiad,Yes,PhoneService
AavZJX5h6F,Yes,PhoneService
KRMpCQu2mA,Yes,PhoneService
CoMyYQLdVT,Yes,PhoneService
5bEK88khmi,Yes,PhoneService
8cBPNusrbJ,Yes,PhoneService
4tj6KaEzM8,Yes,PhoneService
Grn58afv64,Yes,PhoneService
6HL6VcWs6M,Yes,PhoneService
Bzo3YP65uV,Yes,PhoneService
9nS2dkvHRG,Yes,PhoneService
JXdF9rFZiZ,Yes,PhoneService
5X3HhZhmEL,Yes,PhoneService
5UGTdPyEbT,Yes,PhoneService
EGQxXp2yaP,Yes,PhoneService
8CvXDNCova,Yes,PhoneService
5WTCyQLpJD,Yes,PhoneService
H3nUxyaNj6,Yes,PhoneService
GE97m2qpMC,Yes,PhoneService
FixTb7Bty4,Yes,PhoneService
3ap2dKDJwf,Yes,PhoneService
K2WudfqxYi,Yes,PhoneService
K2oDYQSfs7,Yes,PhoneService
7JthkMb7Tj,Yes,PhoneService
D4NXXxNp64,Yes,PhoneService
s4uZgW6YB7,Yes,PhoneService
KUnLo73MLc,Yes,PhoneService
AmkKizpeVi,Yes,PhoneService
CsbwKhT4Xq,Yes,PhoneService
9TDBfk3YF9,Yes,PhoneService
ADD8sUykRz,Yes,PhoneService
55eZLLYRZp,Yes,PhoneService
FswiQxRidt,Yes,PhoneService
JTppRnCWdT,Yes,PhoneService
HUp6Q6vcBh,Yes,PhoneService
D2nybz7HLQ,Yes,PhoneService
ADsP5kNcQu,Yes,PhoneService
Cd8kjcpmnq,Yes,PhoneService
Dxtux7k9TN,Yes,PhoneService
9MetHLWXv4,Yes,PhoneService
GzogeJsWnF,No,PhoneService
Hy2NuhcJD2,Yes,PhoneService
JvoCJkMPD4,Yes,PhoneService
JB8pZ3uTqb,Yes,PhoneService
HoYcH2SL4b,Yes,PhoneService
DjR4rVZs5G,Yes,PhoneService
4zwLmkGx8U,Yes,PhoneService
5m6rCt4Xtm,Yes,PhoneService
65wzMMuSPJ,Yes,PhoneService
DS47RwTvDU,Yes,PhoneService
DHm7FJZ3Se,Yes,PhoneService
AhgVaEAzLh,No,PhoneService
ATZZKqFDYz,Yes,PhoneService
FwQwUJU2z2,Yes,PhoneService
DsMgirpiyR,Yes,PhoneService
ADiJe5GSDZ,Yes,PhoneService
Kqr8GPb4mC,Yes,PhoneService
Gos2J8SCZN,Yes,PhoneService
48XFtYNcr8,Yes,PhoneService
KaK3ws86Qc,Yes,PhoneService
5gCDyhNujR,Yes,PhoneService
DAJQyqWUNm,Yes,PhoneService
JXVvYbsA25,Yes,PhoneService
Ag6rH9j5se,Yes,PhoneService
BBs57jjPzV,Yes,PhoneService
ABi3WoPDgi,Yes,PhoneService
KLUeSdBD7P,Yes,PhoneService
JVnMr5CFWQ,Yes,PhoneService
Gzs7dyZHrU,Yes,PhoneService
GvvTW2M5tr,Yes,PhoneService
ELL4FHWBr9,Yes,PhoneService
FvtYoTHMDF,Yes,PhoneService
3wQwLnPPYv,Yes,PhoneService
BBHcph6VoQ,Yes,PhoneService
FQM2YmsjTz,Yes,PhoneService
62nZJWCAJm,Yes,PhoneService
4bHLqaD3xn,Yes,PhoneService
3rUnf73vPt,Yes,PhoneService
3jenCkCRbk,Yes,PhoneService
JnLadAdcjb,Yes,PhoneService
9dN5TZCmgC,No,PhoneService
86S3few79j,Yes,PhoneService
AiM9gGZEYU,Yes,PhoneService
E3mZz3RrwN,Yes,PhoneService
5LE75Cp7tx,Yes,PhoneService
E8wyRGZdmP,Yes,PhoneService
G3yW4X2Zra,Yes,PhoneService
8bJgXvaMAa,Yes,PhoneService
HjtUTk49ZQ,Yes,PhoneService
KDKDgPYTLg,Yes,PhoneService
8hB5cbkk73,Yes,PhoneService
4CXJJQ7BLQ,Yes,PhoneService
9rLSb72CAk,Yes,PhoneService
4AjCUrsSQR,No,PhoneService
Gndz7mSaVP,Yes,PhoneService
4tXwfrZmju,Yes,PhoneService
BAPWxBdBXV,Yes,PhoneService
Cdm3dg69i8,Yes,PhoneService
9c7wFV7QXW,Yes,PhoneService
KUdSiBwd89,Yes,PhoneService
DeWTKsHju2,Yes,PhoneService
HfQthtSkbL,Yes,PhoneService
GYbxtVodEJ,Yes,PhoneService
6k6tocy4em,Yes,PhoneService
KQDij92ZqL,Yes,PhoneService
3wao7eUrW4,No,PhoneService
EpvK6KRbdK,Yes,PhoneService
4gxgyknzZc,Yes,PhoneService
H4jb6bNWmm,Yes,PhoneService
JS2QKhB7RR,Yes,PhoneService
6WVVLVML5r,Yes,PhoneService
BJPrnnPVPb,Yes,PhoneService
AaUxkqQfnR,Yes,PhoneService
49dqzvBMFH,No,PhoneService
FuhJSm7h8Q,Yes,PhoneService
4npRFm929s,Yes,PhoneService
BBUdzMRj2r,Yes,PhoneService
KSGAtYoWKu,Yes,PhoneService
BsRMudBzSh,Yes,PhoneService
BqaKCZa8Me,Yes,PhoneService
AWpWm3w7Qo,Yes,PhoneService
3CJcLpooVe,Yes,PhoneService
4A7Ps4mphB,Yes,PhoneService
GjC7nDYitL,Yes,PhoneService
HfaKZSzkHp,Yes,PhoneService
B9QnqJuKqe,Yes,PhoneService
EoCbx2iVMo,Yes,PhoneService
Jhcb28WzgU,Yes,PhoneService
9uSkjcN9UX,Yes,PhoneService
8BJVB9oukZ,Yes,PhoneService
7bJVnayuZ8,Yes,PhoneService
36RrZPzGng,Yes,PhoneService
5cYBXHy8m2,Yes,PhoneService
EnHCbdGCQV,No,PhoneService
FJxKu2YMck,Yes,PhoneService
FrdsuiL9N8,Yes,PhoneService
KTxxNYuf7j,Yes,PhoneService
GLmBCvzLVH,Yes,PhoneService
BL4PnDHA93,No,PhoneService
HasKB2YWqm,Yes,PhoneService
6Zx8zjee4g,Yes,PhoneService
HChDd6nHB3,Yes,PhoneService
FeZAjxxNsY,Yes,PhoneService
4qL3fFPgSj,Yes,PhoneService
GKUnLcaZ88,Yes,PhoneService
HBFDfEQGVB,Yes,PhoneService
5cn4W2WWfS,Yes,PhoneService
9Xp6nvzVqZ,Yes,PhoneService
F3pQ8MRR3Q,Yes,PhoneService
7gCtccBn9V,Yes,PhoneService
KVfqDyNWoE,Yes,PhoneService
BwkHEKEMFT,Yes,PhoneService
J3LyjzQF5w,Yes,PhoneService
DBhbLm6TAk,Yes,PhoneService
JJadSvJfoq,Yes,PhoneService
5i2jm9c8CS,Yes,PhoneService
7Mn8SLn3Vs,No,PhoneService
8W6ky5dcpR,No,PhoneService
4qbfokBo2g,Yes,PhoneService
u86zz6n6Xx,Yes,PhoneService
C7V6YJQncD,Yes,PhoneService
FgMX9sDuNC,Yes,PhoneService
8L7LR4FW4a,Yes,PhoneService
FzGiAhY8Kx,Yes,PhoneService
EkxbPPk29B,Yes,PhoneService
9AaVVBCnT9,Yes,PhoneService
AzG8oZv9jy,Yes,PhoneService
BMGxu3i58g,Yes,PhoneService
Dru2a5dPem,Yes,PhoneService
FvqWatCid2,No,PhoneService
3N6cK3kwND,Yes,PhoneService
BHziGekgKx,Yes,PhoneService
npRxWa7Vh5,Yes,PhoneService
D53BLMbrqd,Yes,PhoneService
4Ez6LeTrv2,Yes,PhoneService
3bNswGdv4N,Yes,PhoneService
JN9gPDfwuM,Yes,PhoneService
DE9DfMjwHg,Yes,PhoneService
7qJqRUFEr2,Yes,PhoneService
JVVrMzTcLn,Yes,PhoneService
4pWCuuRZpF,Yes,PhoneService
KaoiTVJUg8,Yes,PhoneService
CjzXeWFizf,Yes,PhoneService
7zCGX7aqKf,Yes,PhoneService
PwBymxmHJC,No,PhoneService
8Gk2EZd6N8,Yes,PhoneService
5XYaLn6NE8,Yes,PhoneService
KFFEwRfy6Z,Yes,PhoneService
Fu2JrYbyAu,Yes,PhoneService
9mLnvumDTW,No,PhoneService
kesbsUBoKy,No,PhoneService
4kZPPLuJkc,Yes,PhoneService
Kw2DiMRFAu,Yes,PhoneService
HVbMXPBwUk,Yes,PhoneService
KTAJrUPDUN,Yes,PhoneService
5fhLtf7TYX,Yes,PhoneService
AiWfJjMWwF,Yes,PhoneService
K8yDzLiZq3,Yes,PhoneService
WsFeQmXW3y,Yes,PhoneService
BRU48EpMrC,Yes,PhoneService
9tcMvYRbxh,Yes,PhoneService
95XPLw5iz2,Yes,PhoneService
JmDURpi77q,Yes,PhoneService
BypyyocA4B,Yes,PhoneService
DbGzgDN8x4,Yes,PhoneService
Eexa7XzYCA,Yes,PhoneService
JM54jgHQ5H,Yes,PhoneService
Kh9cv9ue3Z,Yes,PhoneService
BBWzcmaxcV,Yes,PhoneService
EZzLUXfv3s,Yes,PhoneService
7kpxz8V4FD,Yes,PhoneService
ELiDDku4Hc,Yes,PhoneService
7cYyemRHjt,Yes,PhoneService
GzEGgXHkfm,Yes,PhoneService
BhMtJSKf2J,Yes,PhoneService
K78Tn6bhSD,Yes,PhoneService
5vp8Q3LQMt,Yes,PhoneService
DPpbyYDyJB,Yes,PhoneService
Ei4aGi6NHi,Yes,PhoneService
GPnxu4SjR7,Yes,PhoneService
ARFokoNZoG,Yes,PhoneService
GNXeEW4yyQ,Yes,PhoneService
HePL8fBRRf,No,PhoneService
9282RKXKKt,Yes,PhoneService
JtXoQVuGHy,Yes,PhoneService
BmCpGHyAU4,Yes,PhoneService
PHe2d6fwug,Yes,PhoneService
Cy8rTW3488,No,PhoneService
CXR2FdY2CH,Yes,PhoneService
5TuTodcerM,Yes,PhoneService
9eRd8rkFUF,Yes,PhoneService
GA4BMS3Taj,Yes,PhoneService
JkyLFNSDjA,Yes,PhoneService
FhFaRAQi4F,Yes,PhoneService
Ak9n2MciaQ,Yes,PhoneService
DggqUj5X5J,No,PhoneService
GR8mMzSYPP,Yes,PhoneService
AAMFNNoPu2,Yes,PhoneService
EMGAkx82Ft,Yes,PhoneService
4mwKdJjsZJ,Yes,PhoneService
7egA5NfoVF,Yes,PhoneService
FuRyVZ8YUa,Yes,PhoneService
Cm663c2D2u,Yes,PhoneService
7WcbowhAZt,Yes,PhoneService
7Rojxswrwp,Yes,PhoneService
FyDkscTs4y,Yes,PhoneService
ErrRAn6Q5G,Yes,PhoneService
Br5c3LnBpb,Yes,PhoneService
KVvWg58MHj,Yes,PhoneService
4kWo9nsm5m,Yes,PhoneService
95uBN6GCVv,Yes,PhoneService
GVccDWCSY3,Yes,PhoneService
E7yHKtDYHr,Yes,PhoneService
59npG7R4Ln,Yes,PhoneService
AwY2yV8WJD,Yes,PhoneService
53jtzXw7h5,Yes,PhoneService
Gujd59B43Y,Yes,PhoneService
7ThQBGKgzy,No,PhoneService
4DXJ6puMf6,Yes,PhoneService
8EXTDdH4PZ,Yes,PhoneService
73aopX7KM9,Yes,PhoneService
AKG9jDPmwN,Yes,PhoneService
E8SbUinUve,Yes,PhoneService
DdRDRfRHfN,Yes,PhoneService
6Ex5uJRJv5,Yes,PhoneService
9xfmV2nFt4,Yes,PhoneService
KjXtC247Lw,Yes,PhoneService
7RnsuMFfto,Yes,PhoneService
ECcje5o3Vq,Yes,PhoneService
CePt2tjJHo,Yes,PhoneService
8SkEF27Lah,Yes,PhoneService
FT9WuySxeV,Yes,PhoneService
8Jsqp89ia6,Yes,PhoneService
Y29NNtc3ia,Yes,PhoneService
DCtLeGWyya,Yes,PhoneService
HYmXdpcPqh,Yes,PhoneService
AkeHBEkFKm,Yes,PhoneService
H2fq7VBPKg,Yes,PhoneService
K4VEUQpAgz,Yes,PhoneService
DTQvRcuhfk,Yes,PhoneService
GEqPdaGSGv,Yes,PhoneService
ANHj5NyNdy,No,PhoneService
R6xn4NkgGp,Yes,PhoneService
8hFy5x2yE6,Yes,PhoneService
EpxKUZvTHz,Yes,PhoneService
3WycPyj3Vt,Yes,PhoneService
4WdixYQxo6,Yes,PhoneService
J4WeAVePDA,Yes,PhoneService
HZRvNTYara,Yes,PhoneService
8sZN58A4AJ,Yes,PhoneService
9KFLsLhdg6,Yes,PhoneService
4CbrDq9vro,Yes,PhoneService
6mxvRPZ5Zz,Yes,PhoneService
3vmEFPUD9y,Yes,PhoneService
6VqoEnFqom,Yes,PhoneService
